ID,Sentence
695,"To be
profitable, it would naturally charge each of the access ISPs for connectivity, with the pricing reflecting
(but not necessarily directly proportional to) the amount of traffic an access ISP exchanges with theglobal ISP."
696,"Since the access ISP pays the global transit ISP, the access ISP is said to be a customer
and the global transit ISP is said to be a provider."
697,"Now if some company builds and operates a global transit ISP that is profitable, then it is natural forother companies to build their own global transit ISPs and compete with the original global transit ISP."
698,"This leads to Network Structure 2, which consists of the hundreds of thousands of access ISPs and
multiple  global ­transit ISPs. The access ISPs certainly prefer Network Structure 2 over Network
Structure 1 since they can now choose among the competing global transit providers as a function oftheir pricing and services."
699,"Note, however, that the global transit ISPs themselves must interconnect:Otherwise access ISPs connected to one of the global transit providers would not be able tocommunicate with access ISPs connected to the other global transit providers."
700,"Network Structure 2, just described, is a two-tier hierarchy with global transit providers residing at the
top tier and access ISPs at the bottom tier."
701,"This assumes that global transit ISPs are not only capable ofgetting close to each and every access ISP, but also find it economically desirable to do so."
702,"In reality,
although some ISPs do have impressive global coverage and do directly connect with many access
ISPs, no ISP has presence in each and every city in the world."
703,"Instead, in any given region, there maybe a regional ISP  to which the access ISPs in the region connect."
704,"Each regional ISP then connects to
tier-1 ISPs. Tier-1 ISPs are similar to our (imaginary) global transit ISP; but tier-1 ISPs, which actuallydo exist, do not have a presence in every city in the world."
705,"There are approximately a dozen tier-1 ISPs,including Level 3 Communications, AT&T, Sprint, and NTT."
706,"Interestingly, no group officially sanctions
tier-1 status; as the saying goes—if you have to ask if you’re a member of a group, you’re probably not."
707,"Returning to this network of networks, not only are there multiple competing tier-1 ISPs, there may be
multiple competing regional ISPs in a region."
708,"In such a hierarchy, each access ISP pays the regional
ISP to which it connects, and each regional ISP pays the tier-1 ISP to which it connects."
